MSOA Code,Cases1,Cases2,Cases3,NUK,O65,Bame,Income,HP,OO,OML,SR,PR,NP,Geo,Density,IMD,Health,AS,Employment,Education,Crime,Environment
E02000127,298.1,840.8,1500.7,15.63126253,0.1262308,0.194860309,0.204,337500,20.9,30.7,35.8,10.4,5.4,-0.767,132.5848564,30.97283333,-0.060166667,0.385666667,0.137333333,30.27483333,0.933166667,19.64616667
E02000128,218.9,1069.1,2035.3,11.25582671,0.103737113,0.116671237,0.0838,470000,30.8,43.1,12.5,12.4,3.3,-0.3558,177.1689498,11.7888,-0.7812,0.2618,0.059,8.4164,0.0914,17.5468
E02000130,319.8,616.7,1199,24.80414455,0.131545338,0.305029062,0.1098,520000,22.1,36.8,19.1,19.9,3.9,-0.7644,42.22921348,17.3038,-0.6884,0.2136,0.0736,7.7944,0.4628,34.663
E02000131,224.5,552.1,1384.8,30.79070806,0.171325518,0.373799419,0.1428,410000,10.4,28.3,26.4,33.4,2.8,0.0336,30.59913283,22.157,-0.3728,0.214,0.0864,9.599,0.619,25.0694
E02000132,331.3,759.8,2026.7,21.32601844,0.132808039,0.195167503,0.0966,395000,24.6,28.5,15.1,29.3,3.6,0.0536,58.93001346,15.1208,-0.9952,0.1908,0.0626,9.3172,0.1542,21.1854
E02000133,235.5,743.9,1996.2,14.19945867,0.069804435,0.120861961,0.037666667,700000,45.2,39.7,2.5,11,5.5,0.44,60.48104131,6.601166667,-1.621,0.154333333,0.031166667,1.721666667,-0.266,13.67433333
E02000134,429.8,694.4,1653,18.91766453,0.145279158,0.169776293,0.108285714,369500,22.5,34.9,17.1,23.9,5.5,-0.558857143,59.05063291,15.91328571,-0.426142857,0.206142857,0.079857143,5.437142857,0.230428571,24.55171429
E02000135,739,626.7,1262.9,30.19313746,0.206967985,0.434970208,0.236,327000,7.6,17.7,50.5,21.4,3.1,-0.981166667,17.76811109,33.76183333,0.135666667,0.348666667,0.154666667,23.88583333,0.6955,23.968
E02000136,501,1192,1986.8,12.77932961,0.128853624,0.150488827,0.1125,525000,37.1,35.4,19.3,5.9,4.9,0.4285,62.52713178,19.95075,-0.69925,0.31075,0.0835,14.7625,0.70425,17.0205
E02000137,480.2,562.3,1920.6,17.54408382,0.097754911,0.151801687,0.0592,395000,35,37.8,7.4,18.8,3,0.2148,92.39412273,8.3874,-1.107,0.1866,0.046,2.9074,-0.4388,15.5752
E02000138,409.4,643.3,1333.2,18.5609879,0.225984796,0.142641129,0.041,417000,39.1,33.1,3.5,22.5,3.9,-0.167,12.69576662,6.3522,-1.4856,0.1566,0.0324,2.1762,-0.1508,16.1276
E02000139,225.2,1013.6,1789.3,15.54091159,0.194285045,0.1684514,0.0732,440000,23.8,43.3,13.4,17,3.4,-0.224,45.88393337,12.8776,-0.7992,0.2092,0.063,5.128,0.086,30.327
E02000140,362.4,792.5,1788.8,11.44136301,0.233072155,0.156572566,0.2288,331000,19.5,26.4,45,6.4,1.8,-0.3096,41.01199041,35.0806,0.1802,0.4298,0.156,35.1984,0.9728,18.0508
E02000141,214.9,899.5,1731.8,20.37463977,0.116116116,0.303746398,0.105,405000,22.5,42.1,14.8,18.8,5.3,-0.8762,52.03125,15.5566,-0.6974,0.2644,0.0766,10.015,0.0212,29.194
E02000142,418.1,802.2,1886.6,15.90826795,0.125551908,0.147857574,0.0556,450000,34.1,42.3,5.9,16.1,3.7,0.0186,46.80975093,8.148,-1.1118,0.2104,0.0468,3.6662,-0.5538,18.1016
E02000144,379.1,738.3,1546.2,21.16115655,0.118539401,0.195945168,0.0518,406050,31,37,5.2,25.3,4.7,0.0144,79.8392283,8.4888,-1.4562,0.1736,0.0378,2.6006,-0.2966,20.6584
E02000145,405.6,712.7,1480,14.40761811,0.178038861,0.193420727,0.2222,285000,19.3,31.1,36.4,10,2.7,0.0204,49.73033708,33.8994,0.1346,0.4038,0.1386,32.7148,0.9386,17.9888
E02000146,488.4,852.1,1859.9,13.62325805,0.141061453,0.130826526,0.0656,420000,28.8,44.5,8.2,16.4,4.5,-0.4178,50.49874055,9.8938,-0.9486,0.2242,0.0474,4.6422,-0.2862,25.092
E02000147,315.2,727.1,1914.6,13.77839127,0.123766718,0.142426904,0.0332,647500,46.7,39,3.7,9.8,2.5,0.2876,8.086162574,4.8344,-1.675,0.175,0.0272,1.9216,-0.9864,13.8306
E02000148,326,474.1,1644.7,12.13363705,0.150976725,0.113439636,0.044,582500,44.2,40.3,6.6,7.8,2.8,0.21275,53.3481153,7.04075,-1.307,0.2135,0.03875,3.37525,-0.306,14.6055
E02000149,452.3,1026.5,1759.7,10.91074209,0.203102278,0.119097042,0.1564,360000,29,38.1,21,9.9,2.1,-0.213,36.67555556,23.1098,-0.3304,0.3628,0.1018,21.8432,0.546,21.197
E02000150,367.7,861.9,1838.5,12.77691294,0.218550896,0.164171955,0.0576,537250,35.3,46.3,9.2,8.2,2.3,0.4202,24.04346277,11.7254,-1.2032,0.2702,0.0598,7.9182,-0.1336,18.0348
E02000151,196.1,549.1,1582.3,10.45682598,0.156177441,0.088988645,0.0278,612500,48.8,42.6,1.6,5.8,1.7,-0.2004,43.54976051,4.0624,-1.6432,0.2216,0.031,3.7468,-0.5788,11.901
E02000152,537.5,824.8,1586.9,13.83140596,0.166264506,0.160073037,0.14975,400000,25.7,35.5,31.3,5.4,6.1,0.47575,28.2840429,23.09025,-0.2675,0.34075,0.0985,19.18725,0.264,13.589
E02000153,267.7,866.8,2319.7,7.749838814,0.220217079,0.085106383,0.0362,565000,43.5,49.1,3.4,3.4,1.7,0.077,36.37963844,6.0548,-1.3666,0.2528,0.0362,6.1868,-0.5354,14.4282
E02000154,540,845.2,1549.9,12.95388868,0.134574535,0.130418394,0.071,392500,38.3,37.7,9,13.4,3.2,-0.0218,31.10376992,10.9152,-1.1992,0.2448,0.0542,7.0348,-0.0818,21.3214
E02000155,375.2,606.1,1645,10.1230992,0.193346928,0.103692976,0.0942,366000,44.6,37.6,8.6,7.3,2.2,-0.006,34.90213523,16.992,-0.7834,0.34,0.0792,16.912,0.6192,18.1452
E02000156,433.8,1211.4,1923.6,9.781709939,0.19126453,0.106085662,0.04,549000,44.7,40.6,5.1,8,2.8,-0.08425,40.82933845,6.667,-1.20875,0.23,0.04025,4.6205,-0.642625,14.931125
E02000157,182.6,609,1547.1,9.279256655,0.245310245,0.080236062,0.0268,542500,51.7,38.9,1.9,6.3,2.5,0.461,38.13979086,5.286,-1.3314,0.2188,0.0266,3.7062,-1.2114,10.8334
E02000158,292.7,712.1,1208.2,11.62411733,0.228861423,0.122080391,0.1198,460000,40.6,31.1,22.4,4.6,1.6,-0.0298,31.79026802,16.8226,-0.66,0.2906,0.0888,14.8042,0.0892,11.3856
E02000159,287.3,1048.8,1681,10.24662361,0.233280546,0.097621844,0.03975,580000,48.4,39.7,2.4,8.1,4.8,0.478,33.53349673,7.1615,-1.5525,0.24775,0.0385,6.7195,-0.40275,12.33825
E02000160,585.5,722.5,2329.4,8.146639511,0.20259443,0.064663951,0.0388,540000,42.3,44.5,2.7,9.4,2.5,0.3432,36.38593244,8.0166,-1.2616,0.2438,0.04,6.324,-0.1642,16.1556
E02000161,341.4,739.6,1661.4,11.12960761,0.237787356,0.116765755,0.0344,450000,44.9,45.7,2.3,6.3,1.7,0.1286,11.82466871,5.3046,-1.25,0.2298,0.037,4.5794,-1.1558,11.6648
E02000162,713.9,628.3,1642.2,9.651875093,0.205281515,0.094576423,0.08775,465000,41.3,32.8,17.8,7.1,2.6,0.26775,9.490483509,14.27675,-0.83775,0.29825,0.07325,13.49875,-0.20225,10.763
E02000163,544,751.3,1437.6,7.803921569,0.192535275,0.071111111,0.0594,495000,43.4,41.1,6.6,7.3,2.1,-0.0698,51.12274578,7.6398,-1.1354,0.2318,0.0446,6.5766,-0.5492,12.94
E02000165,57.3,616.4,2063.9,5.308729595,0.251320862,0.046841732,0.0576,350000,34.1,53.7,4.8,5.6,2,-0.0362,5.488244514,8.942,-1.0388,0.3148,0.0454,15.7526,-0.2836,7.6602
E02000166,53.6,633,1030,28.02877335,0.226136511,0.206208985,0.144,740000,25.3,19.8,36,16.1,4.2,-0.561,6.82851331,20.8746,-0.6324,0.173,0.1098,9.9738,0.6468,27.973
E02000167,93,506.1,815.8,38.10422961,0.177010176,0.151812689,0.0382,1400087,37.1,18.5,8.4,33.4,6.9,-1.0268,12.32250088,6.3974,-1.8638,0.066,0.0268,4.6488,-0.155,28.2416
E02000168,227.1,856.8,1187.2,28.04698972,0.179977643,0.217816936,0.113,1025000,21,21,29.3,26.7,2.4,-1.0406,30.96538462,16.3102,-0.5436,0.1438,0.0846,3.7622,0.4736,30.4322
E02000169,163.7,573,941.6,44.80817075,0.149484536,0.241194186,0.0384,1187500,34.6,20.9,7.4,34,7.4,-0.2776,54.03183024,5.9858,-2.0382,0.0826,0.0276,3.9474,-0.456,26.6018
E02000170,230,640.3,1170.8,42.15639242,0.272181146,0.256776205,0.0908,820000,21.2,23.4,11.3,42.2,4.9,-1.3384,2.89433794,12.6458,-0.846,0.1112,0.064,5.7892,0.0382,27.6702
E02000171,189.1,735.8,1293,34.82987976,0.193347639,0.229214633,0.1114,780000,22,21.3,25.9,28.3,3.5,-1.0314,30.82010582,14.2994,-0.942,0.1242,0.075,5.784,0.3108,27.9126
E02000172,258,725.7,1274,35.00542032,0.182672449,0.374396373,0.217333333,580938,9.7,12.1,58.9,16.6,1.6,-1.606333333,46.53531956,29.5065,0.189166667,0.309333333,0.151666667,21.26,0.462833333,25.282
E02000173,224.8,576.9,742.9,51.88273616,0.135645711,0.299022801,0.0592,1093750,24.5,15,14.7,43.1,5.1,-0.8456,142.246696,8.8984,-1.4892,0.0754,0.037,5.067,-0.2232,27.7056
E02000174,114.7,783.4,1385.3,36.65366078,0.158428001,0.321092495,0.1674,532500,13.7,17,41.4,25.9,1.9,-1.2436,87.00801425,21.8682,-0.2258,0.2074,0.1084,6.8456,0.3394,34.1326
E02000175,188.1,538.6,1034.1,44.02124774,0.119283498,0.297016275,0.0994,620000,15.2,17.4,20.3,45.3,3.6,-1.0796,129.6108949,14.421,-0.6126,0.1132,0.0688,3.9572,-0.0352,35.1322
E02000176,63,768.2,692.7,48.98791778,0.143698097,0.223128825,0.04725,965000,26.8,19,8.8,43.3,5.5,-0.73475,182.5911708,8.01225,-1.4865,0.0745,0.0355,5.63625,0.06175,28.94625
E02000177,248.5,650.2,937.1,35.60572195,0.10845025,0.359856951,0.1982,595000,12.3,13.9,49.1,23.1,2.9,-1.0994,185.3811659,27.0726,-0.0694,0.2614,0.1238,15.9536,0.8986,25.8218
E02000178,234.2,805.7,1283.7,45.37653833,0.12170088,0.369199503,0.196,523000,10.1,16.8,32.7,38.7,2.2,-0.8366,131.322208,26.2934,-0.0418,0.1938,0.1242,13.0112,0.7474,27.2204
E02000179,223.8,487.2,961,43.54558382,0.107958345,0.333544004,0.13175,1018750,21.3,15.2,31.9,30,5.2,-0.87575,191.7032967,16.033,-0.90225,0.16675,0.08,5.85125,0.31975,29.09375
E02000180,78.7,688.9,1269.6,37.58839307,0.097513033,0.339307486,0.1604,620000,13,16.1,38.2,31.1,4.2,-0.3954,169.0895954,24.2006,-0.0902,0.2082,0.106,10.0812,0.5114,40.4624
E02000181,210.9,727.4,1486.4,45.62791905,0.137783375,0.242086144,0.0968,740000,20.3,22.2,15.4,40.7,3,-0.3322,199.4974874,12.5122,-0.853,0.0872,0.0584,6.798,0.0476,24.267
E02000182,165.3,584.1,1002.9,55.11423025,0.133199465,0.402866955,0.102,858000,23.6,14.6,18.3,39.1,8.1,-0.43325,199.5801527,14.29125,-1.21675,0.16325,0.06525,8.40675,0.29975,30.87675
E02000183,146.3,427.7,1046.7,37.22987489,0.097442144,0.2278529,0.131,1485000,22.9,16.1,29.1,29.7,7.6,-1.0188,189.911032,17.6602,-0.7332,0.1432,0.0806,5.1342,0.5026,30.0426
E02000184,120.1,1044.4,822.6,41.67980185,0.143891522,0.409930196,0.2096,769088,8.6,11.7,45.8,29.7,2.4,-0.8416,198.3289817,30.955,0.307,0.2776,0.1314,14.5502,0.9914,35.5754
E02000185,382.7,696.7,1049.9,48.82991556,0.094282059,0.420386007,0.2314,530000,9.3,11.4,45.5,30.7,5.2,-0.8884,209.5051546,29.9282,0.0734,0.2548,0.139,13.326,0.5596,33.9512
E02000186,70.6,1270.5,1129.4,44.83325856,0.104575163,0.305667713,0.149,885000,16,11.7,27.9,41,9.7,-0.9575,175.3419593,25.692,-0.01425,0.18175,0.108,9.409,0.81325,39.37175
E02000187,172.4,810.6,1129.6,42.39117106,0.129931673,0.529368486,0.2402,1345000,5.1,6.9,69.5,16.4,2.1,-0.9482,113.7092732,34.4636,0.2998,0.4014,0.1532,28.2852,0.757,34.7626
E02000188,276.1,1192.2,838.9,45.1333814,0.164096792,0.516101899,0.223,617500,6.8,6.9,61.7,22.7,2.5,-2.0378,115.0906736,29.1572,0.223,0.358,0.1302,25.212,-0.0838,35.0944
E02000189,55.3,636.4,802.5,50.58882907,0.076254737,0.546265141,0.1845,485000,6.4,6.2,55.9,28.2,4.1,-1.145,162.6917293,28.4705,-0.1255,0.2755,0.114,18.63025,0.693,45.61925
E02000190,156,1637.9,624,49.65471448,0.136885487,0.430146082,0.1464,500884,12.4,8.5,43.7,32.6,7.4,-1.3282,215.9110169,23.6672,-0.474,0.2194,0.1072,10.6568,0.5092,44.228
E02000191,225.2,1733.3,574,54.19501134,0.101411765,0.432306256,0.073,685000,15.1,9.9,23.1,48.4,12,-0.743,84.74576271,14.919,-0.9165,0.13525,0.043,4.9735,0.1005,53.2265
E02000192,211.1,778.1,822.6,42.39206371,0.093981721,0.41483862,0.18025,625000,9.4,10.7,50.6,27.2,4.7,-1.3005,119.8140496,23.13075,-0.4435,0.2385,0.1135,11.90875,-0.54675,43.759
E02000193,34.3,755.4,663.7,48.44036697,0.094370861,0.356094364,0.092,775000,16.1,12.7,27.9,39.5,11.5,-1.14725,178.3464567,17.54775,-0.94775,0.12925,0.064,8.207,0.2735,51.45
E02000194,326.6,642.8,1401.3,29.00183993,0.081915041,0.395584177,0.1478,390000,17.8,29.5,24.4,26,2.2,-0.1578,242.5167785,23.4362,-0.0696,0.212,0.1008,10.8082,0.5196,25.4744
E02000195,324.1,739.4,1894.3,37.15034965,0.108090038,0.538898601,0.0942,510000,32,39.6,7.7,18,2.5,-0.3972,241.8867925,15.3362,-0.5692,0.2406,0.061,7.9598,0.3826,28.281
E02000196,508.9,806.9,1974,42.59084155,0.079234665,0.643928137,0.1445,452500,25.7,32.9,17.5,21.2,2.1,-0.20625,138.3956386,24.15025,-0.32725,0.2995,0.09375,16.38875,0.63325,27.4675
E02000197,383.8,881.6,1711.2,44.33692545,0.113494887,0.641191995,0.1256,440000,22.5,31,18.5,25.2,2.6,-0.6638,208.2407407,20.4568,-0.4396,0.273,0.0734,12.8698,0.3928,33.4462
E02000198,376.9,1062.1,1610.1,35.66294919,0.124628061,0.626765799,0.1866,296475,16.2,33.2,21.5,26.7,2.7,-1.2944,80.23875115,31.122,0.2928,0.3196,0.1232,22.3248,0.5286,37.6352
E02000199,587.4,839,1726.2,35.49228944,0.110104309,0.665954923,0.1318,377500,21.2,43.7,11.1,22.1,2.3,-0.6578,68.18247126,21.589,-0.437,0.282,0.086,14.4858,0.4912,33.4636
E02000200,405.1,697.8,1766.8,32.99975886,0.154781199,0.541837473,0.1486,324000,17.5,35.9,12.4,32.2,2.7,-0.5622,50.96541043,26.5488,0.0322,0.2648,0.105,15.663,0.6202,37.8414
E02000201,258.6,528.4,1240,33.65535563,0.144009932,0.60173892,0.2026,295000,11.2,26.5,29.5,30.8,3.5,-0.7538,65.70146819,32.0546,0.1634,0.2978,0.1314,17.4966,0.614,35.1186
E02000202,389.2,495.2,1556,47.35610669,0.137419622,0.751520824,0.13,353500,28,39.6,5.5,25.1,2.5,-0.902,97.09969789,21.2575,-0.158666667,0.292,0.084166667,13.33283333,0.4095,33.00083333
E02000203,740.1,715.5,1394.1,44.75394615,0.094438735,0.709245258,0.1844,342500,16.3,29.5,22.4,28.7,2.3,-0.8346,98.17264574,31.6122,0.2214,0.307,0.121,18.2448,0.841,34.768
E02000204,525.3,782.8,1544.7,47.37961093,0.103212659,0.796640799,0.138666667,360500,26.8,35.9,8.5,25.9,2.4,-0.873,96.66280417,23.08183333,-0.265833333,0.3015,0.090666667,13.91883333,0.735333333,30.46733333
E02000206,332.4,860.6,1692.1,35.94716427,0.115912672,0.635496383,0.2075,297000,12.6,29.7,26.2,28.3,4.7,-0.615,71.25902165,33.10883333,0.256833333,0.317166667,0.131333333,21.72116667,0.664833333,33.59666667
E02000207,317.4,776.9,1729.1,26.93632626,0.086047013,0.540393377,0.1808,346000,15.2,32.7,28,20.4,1.8,-0.6626,107.9627474,28.7464,0.1436,0.3222,0.132,19.972,0.3956,25.1068
E02000208,566.4,712.7,1279.3,45.43411645,0.137097725,0.717364658,0.2528,280000,9.7,24.9,29.1,29.7,2.3,-0.713,115.414966,39.8776,0.4828,0.3278,0.1478,22.327,0.7966,34.5234
E02000209,501.3,740.1,1469,46.03042548,0.117320503,0.722724031,0.1638,349250,18.5,38.2,17.3,24.4,1.6,-0.5176,104.7286822,25.9374,-0.2312,0.3342,0.092,16.1646,0.486,34.0194
E02000210,224.7,958.1,1549.6,26.811071,0.126042632,0.428279182,0.1244,380000,21.4,44.2,11.2,20.5,2.3,-1.1656,89.33762649,18.6496,-0.1434,0.267,0.0796,12.2962,0.037,33.2738
E02000211,260.4,843,1945.9,17.75,0.110426448,0.25375,0.0658,410000,38.5,46.2,6.1,8.4,2.1,0.2134,69.97946612,10.6288,-0.6534,0.2806,0.0476,11.1322,-0.438,14.8106
E02000212,544.4,608.6,982.2,47.77660448,0.098818122,0.702452188,0.1814,318000,15.7,29.9,24.9,26.5,2.1,-0.9446,73.634166,30,-0.016,0.36,0.1084,24.6298,0.7738,32.2876
E02000213,784.4,644.9,1368.2,45.16804523,0.07556652,0.666841168,0.2276,286000,9.3,18.8,28.9,39.8,4,-0.959,125.0742857,39.2134,0.5952,0.3044,0.1456,21.6876,1.1902,34.9882
E02000214,241.3,739.9,1849.8,22.57857601,0.093611206,0.327774214,0.065,460000,37.7,42.2,5.6,12.1,2.1,-0.774,87.54735793,10.8405,-0.55425,0.251,0.0495,7.8345,0.21125,23.35325
E02000215,517.7,604.1,1311.7,39.68435064,0.105157322,0.455219624,0.135833333,314000,15.8,26.7,16,39,3.7,-0.3715,109.083871,23.43433333,0.166666667,0.213,0.0895,12.653,0.060166667,36.22283333
E02000216,380.7,535.7,1874.3,43.85574354,0.226450174,0.508014248,0.0735,415000,32,23.3,11.6,31.8,3.9,0.34025,48.08104887,13.58825,-0.71325,0.14725,0.04775,3.207,0.31725,20.328
E02000217,306.8,887.9,1234.8,34.42402973,0.078039927,0.476568951,0.152,318000,13.9,31.4,22.3,28.9,3.8,-0.017,75.41867955,28.8816,0.21,0.2748,0.0904,17.8434,0.9148,39.0896
E02000218,121.1,893.2,1665.2,23.70481928,0.068061002,0.400301205,0.1715,485000,27.4,30.8,34.9,5.9,0.6,-0.652,111.299709,22.50775,-0.498,0.33575,0.1005,20.987,0.22825,15.523
E02000219,268,1165.8,2117.4,17.5253708,0.181437993,0.260473588,0.0596,478455,47.4,41.3,2.8,6.8,1.9,-0.2188,60.30067895,9.1056,-0.8278,0.2588,0.0496,7.6362,-0.1076,14.5916
E02000220,530.1,671.9,1530.8,36.80801538,0.111235761,0.418479911,0.1404,320000,12.7,21.9,15.6,44.8,6.7,-0.6652,117.4062817,26.9502,0.177,0.224,0.1004,11.5174,0.5882,42.7904
E02000221,538,936.9,1308,29.63340122,0.196871477,0.461507128,0.1832,363750,18.1,30.3,32.7,15.8,2.3,-0.109,32.44627343,28.3864,0.2132,0.3354,0.1204,21.856,0.1526,22.7734
E02000222,360,1055.3,1379.3,23.67253833,0.068275361,0.308072488,0.0818,355000,24.4,36.1,9.7,27.4,3.4,-0.275,86.58979734,14.9414,-0.4312,0.2028,0.0628,9.892,-0.0146,24.9886
E02000223,244.6,640.6,1537.6,20.69047903,0.153648199,0.38370565,0.2768,289000,10.9,16.8,66.6,4.7,1.7,-1.0786,58.04920914,38.8978,0.4618,0.4764,0.167,42.999,0.376,11.6828
E02000224,148.3,1174.1,1371.7,23.28214472,0.275395336,0.316631963,0.0852,350500,21.7,40.2,7.4,28.2,2.8,-0.2424,13.0705903,15.1108,-0.43,0.214,0.06,7.26,-0.0342,31.2006
E02000225,385.1,544.5,1660.2,14.01459854,0.080271804,0.223490378,0.1966,310500,23.3,32.3,37.4,5.6,1.1,-0.2408,89.51871658,31.7646,0.2444,0.4642,0.1372,40.3966,0.5062,20.0416
E02000226,186.1,930.1,1514.5,18.25175753,0.116233766,0.230799841,0.0478,472500,46,44.6,1.1,7.2,1.4,0.1886,38.41767641,9.337,-0.6242,0.248,0.0432,8.1064,-0.3432,16.6114
E02000227,331.7,942.7,1658.4,14.03908509,0.126649077,0.200070108,0.11175,347500,31.6,43.1,10.5,13.5,1,0.255875,44.80386889,17.69175,-0.29325,0.30575,0.07575,15.994625,0.026375,13.190125
E02000228,295.5,757.9,1670.3,15.45538178,0.093302271,0.204757524,0.0318,561250,48.2,40.3,2.6,8,1.9,0.2364,89.24116424,5.6372,-1.0466,0.187,0.0344,2.7244,-0.6638,12.3222
E02000229,341.7,668.7,1827.9,14.55914653,0.119500741,0.253216191,0.24025,305000,15.9,24.5,48.9,8.7,1.6,0.05975,63.16939891,38.60725,0.69725,0.493,0.16475,44.379,0.18475,15.963
E02000230,376.8,1073.8,1356.2,23.94225983,0.138663833,0.316973619,0.078166667,435000,31.8,39,6.9,19.5,2.8,0.355,46.16186389,14.1515,-0.433166667,0.197,0.068666667,5.3365,-0.048166667,18.62283333
E02000231,632.8,843.9,1740.7,21.89980481,0.22864355,0.325439167,0.0444,662500,42.2,45.7,1.6,9.9,1.9,0.3644,22.93418647,8.7526,-0.7866,0.1942,0.0448,2.383,0.0042,14.834
E02000232,287.3,1244.6,1978.6,11.51925246,0.179802741,0.170452715,0.071,480000,41,42.1,10.5,5.5,1.3,0.1205,24.90652174,11.939,-0.3695,0.29125,0.06225,12.2805,-0.3295,10.549
E02000233,188.1,987.6,1865.8,18.33740831,0.246177566,0.246617767,0.087,395000,27.4,46.2,13.9,11.4,2.1,0.46575,24.8658147,13.8775,-0.3675,0.2385,0.06675,7.88425,-0.592,15.8075
E02000234,435.8,804.6,1430.5,18.62146329,0.133303611,0.262744609,0.103,538000,29.4,39.4,12.9,14.8,2.5,0.6554,50.97727273,17.4722,-0.2982,0.256,0.0778,10.2266,-0.3064,17.8784
E02000235,315.8,717.8,2110.3,14.86796785,0.178093803,0.186710677,0.06125,518000,35.1,44.8,10.5,7.5,2.2,0.5475,40.6042065,11.05475,-0.7855,0.2335,0.0475,8.89875,-0.293,14.3995
E02000236,270.4,786.6,1438.1,11.71171171,0.222998813,0.158767463,0.0602,564995,37.7,50.1,5,6.6,1.4,0.1286,22.54831995,9.2716,-0.7982,0.2658,0.0462,8.978,-0.4832,13.1992
E02000237,237.2,672.1,1462.7,10.72909699,0.23184937,0.139531773,0.0846,441000,39.8,40.8,13.1,5.2,1.8,-0.0084,14.33768016,13.0292,-0.5042,0.2978,0.0624,12.7836,-0.1412,11.2086
E02000238,256.2,1164.1,1441.7,48.6,0.158984008,0.522842105,0.1214,415000,23.7,39,12,23,2.5,-0.3134,40.18903592,18.6098,-0.757,0.3326,0.0726,15.4552,0.0536,26.4376
E02000239,216.7,1334.7,1209,54.74444444,0.161712114,0.584222222,0.0786,466500,34.5,35.9,3.2,24.7,2.2,-0.3656,28.7624558,12.7596,-1.0286,0.2688,0.0472,9.146,-0.1068,27.8724
E02000240,378.5,1344.5,1095.5,42.81539211,0.186046512,0.528105212,0.197666667,376500,18.9,29.3,32.3,15.8,2.2,-0.0845,12.90956264,30.04183333,-0.1365,0.372333333,0.128,22.1565,0.394333333,22.83733333
E02000241,253.3,1505.2,1415.8,46.49796656,0.171951819,0.48847718,0.118,412500,28.2,38.4,6.6,24.7,2.6,-0.25975,22.75804196,20.15175,-0.63075,0.30175,0.07675,12.14225,0.49775,28.754
E02000242,410.3,1157.7,1421.4,58.62782789,0.242456187,0.635960373,0.098,430000,28.2,35.5,4.7,29.8,2.3,-0.74375,15.33131313,15.131,-0.8065,0.319,0.06075,13.3065,-0.4695,28.75425
E02000243,225.9,1141.1,1295.6,50.51122341,0.108795991,0.510400752,0.1366,437000,23.4,31.2,17.4,25.5,2.5,0.3824,54.3974175,24.2364,-0.2498,0.304,0.0906,12.2808,0.225,29.2858
E02000244,239.4,1236.8,1542.6,54.85220301,0.120354549,0.461377579,0.119,455000,28.6,34.6,7.1,26.8,2.7,-0.2805,61.48391333,17.13375,-0.84575,0.2755,0.06225,9.14825,-0.18325,30.7485
E02000245,421.2,1360.1,1384,42.98675821,0.15592563,0.564982835,0.2384,275000,11.2,23.8,40.7,20.2,1.4,0.4234,37.22717622,38.042,0.1406,0.3862,0.1512,22.3254,0.6492,26.063
E02000246,444.6,1298.9,1369.2,39.59762231,0.121601434,0.545381802,0.1988,380000,18.3,29.4,33.1,16.9,1.8,-0.4856,58.10763889,30.4966,0.02,0.3914,0.12,22.7458,0.6928,24.3426
E02000247,655.6,1216.7,1226,47.27396197,0.130849478,0.578288708,0.180666667,315000,17.4,30.4,24.3,23.5,2.8,-0.420833333,51.41762452,27.8785,-0.124166667,0.343833333,0.118166667,17.52,0.353166667,26.186
E02000248,206.8,1486.1,1408.6,59.85819471,0.132473623,0.469730025,0.1125,447500,25.6,22.2,3.6,44,3.2,0.154,76.76040495,18.8875,-0.816,0.2165,0.05675,9.689,-0.0175,38.4965
E02000249,876.2,1375,1604,51.1203212,0.149768216,0.550446833,0.144,455000,26.1,27.5,16,25.6,3.5,-0.61375,29.56078707,24.56725,-0.0725,0.3215,0.09125,13.64,0.4345,31.6655
E02000250,353.4,1381.5,1140.5,33.22028673,0.143351064,0.242176661,0.0485,827500,36.6,36,4.1,21.3,1.8,-0.9415,41.84752365,8.02775,-0.9365,0.10225,0.0395,0.52575,-0.262,29.32275
E02000251,421.5,1753.6,1223.3,55.40030211,0.106511012,0.720669688,0.1134,431500,31,39.1,5,22.6,2.6,-1.0286,50.20543807,17.3586,-0.4872,0.3242,0.0744,12.397,0.149,25.3404
E02000252,222.8,1697.3,1165.8,54.99690913,0.120304272,0.511539254,0.179,382000,15.7,17.1,23.9,35.8,3.5,0.127,41.54107924,29.7072,-0.0742,0.2818,0.1112,15.6078,0.1786,35.6652
E02000253,345.6,1318,1177.5,43.43853821,0.138186657,0.452761628,0.238,450000,16.8,25.5,41.2,13.9,2,-0.494666667,75.26466381,33.957,0.096833333,0.327833333,0.164666667,17.12533333,0.093,27.09966667
E02000254,489,2301.8,1264.2,56.02860655,0.12483846,0.873840653,0.1454,408750,32.8,36.1,8.3,20.8,3.1,-1.3978,44.806022,22.6104,0.074,0.354,0.0982,15.696,0.1436,25.1964
E02000255,339.2,1445.3,1018.3,40.32752245,0.15258121,0.384997359,0.142166667,718500,26,29.6,20.2,22.4,2.5,-0.211666667,58.05164319,21.419,-0.414833333,0.205,0.099666667,7.962166667,-0.009166667,27.812
E02000256,168.9,1564.4,1328.1,43.44882067,0.197108434,0.3084302,0.0756,485000,24,23,9.2,40.2,3.7,-0.3412,62.3747495,13.2098,-0.523,0.1164,0.0558,2.2888,-0.3866,31.6102
E02000257,191.6,1162.4,1142.1,49.35968614,0.148294142,0.373010586,0.086125,600000,22.2,19.5,11,45.3,3.8,-0.256375,77.76955603,15.61825,-0.634375,0.12625,0.05725,5.841125,0.294625,30.101125
